dataset,arm,seed,gate_index,model,auc_roc,accuracy,overall_fairness_passed,attribute,disparate_impact,demographic_parity_difference,equal_opportunity_difference,protected,excluded_groups,violation,decision,decision_reason
bank_marketing,D,73,1,LogisticRegression,0.7308,0.893,False,education,0.2393,0.0337,0.11,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,73,2,XGBoost,0.7214,0.8895,False,age,0.3746,0.0444,0.0655,True,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,73,2,XGBoost,0.7214,0.8895,False,marital,0.4444,0.0205,0.1032,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,73,2,XGBoost,0.7214,0.8895,False,education,0.3813,0.0258,0.0487,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,128,0,LogisticRegression,0.755,0.8938,False,age,0.1942,0.1033,0.136,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,128,0,LogisticRegression,0.755,0.8938,False,marital,0.5277,0.0196,0.0588,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,128,0,LogisticRegression,0.755,0.8938,False,education,0.3753,0.0283,0.0736,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,128,1,LogisticRegression,0.7441,0.8935,False,age,0.2477,0.075,0.1349,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,128,1,LogisticRegression,0.7441,0.8935,False,marital,0.5012,0.0209,0.0435,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,128,1,LogisticRegression,0.7441,0.8935,False,education,0.2779,0.033,0.0984,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,128,2,LogisticRegression,0.7353,0.894,False,age,0.2548,0.0743,0.1293,True,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,128,2,LogisticRegression,0.7353,0.894,False,marital,0.516,0.0197,0.055,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,128,2,LogisticRegression,0.7353,0.894,False,education,0.4759,0.0207,0.0798,False,,True,approve,violation remains but reroutes are exhausted
compas,A,42,0,LogisticRegression,0.7035,0.6534,False,sex,0.2489,0.3566,0.4402,True,,True,approve,arm approves at the first gate
compas,A,42,0,LogisticRegression,0.7035,0.6534,False,age,0.2521,0.5766,0.3423,True,,True,approve,arm approves at the first gate
compas,A,42,0,LogisticRegression,0.7035,0.6534,False,race,0.5101,0.2485,0.2841,True,,True,approve,arm approves at the first gate
compas,A,42,0,LogisticRegression,0.7035,0.6534,False,age_cat,0.2594,0.571,0.4473,True,,True,approve,arm approves at the first gate
compas,A,7,0,LogisticRegression,0.7479,0.6941,False,sex,0.289,0.3429,0.3279,True,,True,approve,arm approves at the first gate
compas,A,7,0,LogisticRegression,0.7479,0.6941,False,age,0.305,0.5541,0.4602,True,,True,approve,arm approves at the first gate
compas,A,7,0,LogisticRegression,0.7479,0.6941,False,race,0.4753,0.2785,0.2903,True,,True,approve,arm approves at the first gate
compas,A,7,0,LogisticRegression,0.7479,0.6941,False,age_cat,0.1987,0.6389,0.5644,True,,True,approve,arm approves at the first gate
compas,A,19,0,LogisticRegression,0.7401,0.6894,False,sex,0.3777,0.2885,0.2887,True,,True,approve,arm approves at the first gate
compas,A,19,0,LogisticRegression,0.7401,0.6894,False,age,0.0961,0.7417,0.4437,True,,True,approve,arm approves at the first gate
compas,A,19,0,LogisticRegression,0.7401,0.6894,False,race,0.4512,0.2807,0.2579,True,,True,approve,arm approves at the first gate
compas,A,19,0,LogisticRegression,0.7401,0.6894,False,age_cat,0.1605,0.6889,0.6708,True,,True,approve,arm approves at the first gate
compas,A,73,0,LogisticRegression,0.7271,0.6837,False,sex,0.2798,0.3575,0.3661,True,,True,approve,arm approves at the first gate
compas,A,73,0,LogisticRegression,0.7271,0.6837,False,age,0.2042,0.6288,0.3992,True,,True,approve,arm approves at the first gate
compas,A,73,0,LogisticRegression,0.7271,0.6837,False,race,0.4754,0.2829,0.3292,True,,True,approve,arm approves at the first gate
compas,A,73,0,LogisticRegression,0.7271,0.6837,False,age_cat,0.1534,0.6689,0.7007,True,,True,approve,arm approves at the first gate
compas,A,128,0,LogisticRegression,0.7028,0.6648,False,sex,0.3255,0.3112,0.3486,True,,True,approve,arm approves at the first gate
compas,A,128,0,LogisticRegression,0.7028,0.6648,False,age,0.2067,0.606,0.5741,True,,True,approve,arm approves at the first gate
compas,A,128,0,LogisticRegression,0.7028,0.6648,False,race,0.4046,0.3129,0.3609,True,,True,approve,arm approves at the first gate
compas,A,128,0,LogisticRegression,0.7028,0.6648,False,age_cat,0.2,0.6111,0.5697,True,,True,approve,arm approves at the first gate
compas,B,42,0,LogisticRegression,0.7035,0.6534,False,sex,0.2489,0.3566,0.4402,True,,True,approve,arm approves at the first gate
compas,B,42,0,LogisticRegression,0.7035,0.6534,False,age,0.2521,0.5766,0.3423,True,,True,approve,arm approves at the first gate
compas,B,42,0,LogisticRegression,0.7035,0.6534,False,race,0.5101,0.2485,0.2841,True,,True,approve,arm approves at the first gate
compas,B,42,0,LogisticRegression,0.7035,0.6534,False,age_cat,0.2594,0.571,0.4473,True,,True,approve,arm approves at the first gate
compas,B,7,0,LogisticRegression,0.7479,0.6941,False,sex,0.289,0.3429,0.3279,True,,True,approve,arm approves at the first gate
compas,B,7,0,LogisticRegression,0.7479,0.6941,False,age,0.305,0.5541,0.4602,True,,True,approve,arm approves at the first gate
compas,B,7,0,LogisticRegression,0.7479,0.6941,False,race,0.4753,0.2785,0.2903,True,,True,approve,arm approves at the first gate
compas,B,7,0,LogisticRegression,0.7479,0.6941,False,age_cat,0.1987,0.6389,0.5644,True,,True,approve,arm approves at the first gate
compas,B,19,0,LogisticRegression,0.7401,0.6894,False,sex,0.3777,0.2885,0.2887,True,,True,approve,arm approves at the first gate
compas,B,19,0,LogisticRegression,0.7401,0.6894,False,age,0.0961,0.7417,0.4437,True,,True,approve,arm approves at the first gate
compas,B,19,0,LogisticRegression,0.7401,0.6894,False,race,0.4512,0.2807,0.2579,True,,True,approve,arm approves at the first gate
compas,B,19,0,LogisticRegression,0.7401,0.6894,False,age_cat,0.1605,0.6889,0.6708,True,,True,approve,arm approves at the first gate
compas,B,73,0,LogisticRegression,0.7271,0.6837,False,sex,0.2798,0.3575,0.3661,True,,True,approve,arm approves at the first gate
compas,B,73,0,LogisticRegression,0.7271,0.6837,False,age,0.2042,0.6288,0.3992,True,,True,approve,arm approves at the first gate
compas,B,73,0,LogisticRegression,0.7271,0.6837,False,race,0.4754,0.2829,0.3292,True,,True,approve,arm approves at the first gate
compas,B,73,0,LogisticRegression,0.7271,0.6837,False,age_cat,0.1534,0.6689,0.7007,True,,True,approve,arm approves at the first gate
compas,B,128,0,LogisticRegression,0.7028,0.6648,False,sex,0.3255,0.3112,0.3486,True,,True,approve,arm approves at the first gate
compas,B,128,0,LogisticRegression,0.7028,0.6648,False,age,0.2067,0.606,0.5741,True,,True,approve,arm approves at the first gate
compas,B,128,0,LogisticRegression,0.7028,0.6648,False,race,0.4046,0.3129,0.3609,True,,True,approve,arm approves at the first gate
compas,B,128,0,LogisticRegression,0.7028,0.6648,False,age_cat,0.2,0.6111,0.5697,True,,True,approve,arm approves at the first gate
compas,C,42,0,LogisticRegression,0.7035,0.6534,False,sex,0.2489,0.3566,0.4402,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,42,0,LogisticRegression,0.7035,0.6534,False,age,0.2521,0.5766,0.3423,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,42,0,LogisticRegression,0.7035,0.6534,False,race,0.5101,0.2485,0.2841,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,42,0,LogisticRegression,0.7035,0.6534,False,age_cat,0.2594,0.571,0.4473,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,42,1,XGBoost,0.6902,0.6458,False,sex,0.4373,0.2599,0.2705,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,42,1,XGBoost,0.6902,0.6458,False,age,0.2682,0.4548,0.2267,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,42,1,XGBoost,0.6902,0.6458,False,race,0.6026,0.1952,0.1916,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,42,1,XGBoost,0.6902,0.6458,False,age_cat,0.3575,0.3993,0.4034,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,42,2,RandomForest,0.6647,0.6307,False,sex,0.437,0.2792,0.244,True,,True,approve,violation remains but reroutes are exhausted
compas,C,42,2,RandomForest,0.6647,0.6307,False,age,0.2359,0.4499,0.1374,True,,True,approve,violation remains but reroutes are exhausted
compas,C,42,2,RandomForest,0.6647,0.6307,False,race,0.6714,0.1677,0.1982,True,,True,approve,violation remains but reroutes are exhausted
compas,C,42,2,RandomForest,0.6647,0.6307,False,age_cat,0.4907,0.2999,0.2108,True,,True,approve,violation remains but reroutes are exhausted
compas,C,7,0,LogisticRegression,0.7479,0.6941,False,sex,0.289,0.3429,0.3279,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,7,0,LogisticRegression,0.7479,0.6941,False,age,0.305,0.5541,0.4602,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,7,0,LogisticRegression,0.7479,0.6941,False,race,0.4753,0.2785,0.2903,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,7,0,LogisticRegression,0.7479,0.6941,False,age_cat,0.1987,0.6389,0.5644,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,7,1,XGBoost,0.702,0.6723,False,sex,0.54,0.2007,0.1273,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,7,1,XGBoost,0.702,0.6723,False,age,0.2466,0.4955,0.6629,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,7,1,XGBoost,0.702,0.6723,False,race,0.6228,0.1776,0.1726,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,7,1,XGBoost,0.702,0.6723,False,age_cat,0.3027,0.4586,0.4462,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,7,2,RandomForest,0.6677,0.6335,False,sex,0.6235,0.1887,0.1624,True,,True,approve,violation remains but reroutes are exhausted
compas,C,7,2,RandomForest,0.6677,0.6335,False,age,0.2667,0.4459,0.5487,True,,True,approve,violation remains but reroutes are exhausted
compas,C,7,2,RandomForest,0.6677,0.6335,False,race,0.7503,0.1293,0.1241,True,,True,approve,violation remains but reroutes are exhausted
compas,C,7,2,RandomForest,0.6677,0.6335,False,age_cat,0.5134,0.2959,0.2779,True,,True,approve,violation remains but reroutes are exhausted
compas,C,19,0,LogisticRegression,0.7401,0.6894,False,sex,0.3777,0.2885,0.2887,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,19,0,LogisticRegression,0.7401,0.6894,False,age,0.0961,0.7417,0.4437,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,19,0,LogisticRegression,0.7401,0.6894,False,race,0.4512,0.2807,0.2579,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,19,0,LogisticRegression,0.7401,0.6894,False,age_cat,0.1605,0.6889,0.6708,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,19,1,XGBoost,0.7217,0.6752,False,sex,0.5805,0.1765,0.1479,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,19,1,XGBoost,0.7217,0.6752,False,age,0.2729,0.4206,0.1986,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,19,1,XGBoost,0.7217,0.6752,False,race,0.6096,0.1764,0.1947,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,19,1,XGBoost,0.7217,0.6752,False,age_cat,0.3035,0.4029,0.4089,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,19,2,RandomForest,0.6894,0.6487,False,sex,0.7047,0.1429,0.054,True,,True,approve,violation remains but reroutes are exhausted
compas,C,19,2,RandomForest,0.6894,0.6487,False,age,0.4076,0.3825,0.206,True,,True,approve,violation remains but reroutes are exhausted
compas,C,19,2,RandomForest,0.6894,0.6487,False,race,0.6875,0.1613,0.2001,True,,True,approve,violation remains but reroutes are exhausted
compas,C,19,2,RandomForest,0.6894,0.6487,False,age_cat,0.4987,0.3237,0.2955,True,,True,approve,violation remains but reroutes are exhausted
compas,C,73,0,LogisticRegression,0.7271,0.6837,False,sex,0.2798,0.3575,0.3661,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,73,0,LogisticRegression,0.7271,0.6837,False,age,0.2042,0.6288,0.3992,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,73,0,LogisticRegression,0.7271,0.6837,False,race,0.4754,0.2829,0.3292,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,73,0,LogisticRegression,0.7271,0.6837,False,age_cat,0.1534,0.6689,0.7007,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,73,1,XGBoost,0.7147,0.6648,False,sex,0.5392,0.2057,0.2225,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,73,1,XGBoost,0.7147,0.6648,False,age,0.4237,0.351,0.2425,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,73,1,XGBoost,0.7147,0.6648,False,race,0.543,0.2274,0.2772,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,73,1,XGBoost,0.7147,0.6648,False,age_cat,0.3316,0.4071,0.4634,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,73,2,RandomForest,0.6765,0.6364,False,sex,0.6209,0.1724,0.206,True,,True,approve,violation remains but reroutes are exhausted
compas,C,73,2,RandomForest,0.6765,0.6364,False,age,0.3919,0.3503,0.1641,True,,True,approve,violation remains but reroutes are exhausted
compas,C,73,2,RandomForest,0.6765,0.6364,False,race,0.6307,0.1826,0.2289,True,,True,approve,violation remains but reroutes are exhausted
compas,C,73,2,RandomForest,0.6765,0.6364,False,age_cat,0.4121,0.3387,0.364,True,,True,approve,violation remains but reroutes are exhausted
compas,C,128,0,LogisticRegression,0.7028,0.6648,False,sex,0.3255,0.3112,0.3486,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,128,0,LogisticRegression,0.7028,0.6648,False,age,0.2067,0.606,0.5741,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,128,0,LogisticRegression,0.7028,0.6648,False,race,0.4046,0.3129,0.3609,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,128,0,LogisticRegression,0.7028,0.6648,False,age_cat,0.2,0.6111,0.5697,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,128,1,XGBoost,0.6869,0.6468,False,sex,0.5362,0.1909,0.1521,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,128,1,XGBoost,0.6869,0.6468,False,age,0.289,0.3884,0.5623,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,128,1,XGBoost,0.6869,0.6468,False,race,0.4792,0.2463,0.2813,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,128,1,XGBoost,0.6869,0.6468,False,age_cat,0.2317,0.4197,0.4604,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
compas,C,128,2,RandomForest,0.6662,0.6269,False,sex,0.8197,0.0785,0.0736,True,,False,approve,violation remains but reroutes are exhausted
compas,C,128,2,RandomForest,0.6662,0.6269,False,age,0.34,0.3575,0.3644,True,,True,approve,violation remains but reroutes are exhausted
compas,C,128,2,RandomForest,0.6662,0.6269,False,race,0.5896,0.2065,0.2265,True,,True,approve,violation remains but reroutes are exhausted
compas,C,128,2,RandomForest,0.6662,0.6269,False,age_cat,0.3788,0.3365,0.3118,True,,True,approve,violation remains but reroutes are exhausted
compas,D,42,0,LogisticRegression,0.7035,0.6534,False,sex,0.2489,0.3566,0.4402,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,42,0,LogisticRegression,0.7035,0.6534,False,age,0.2521,0.5766,0.3423,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,42,0,LogisticRegression,0.7035,0.6534,False,race,0.5101,0.2485,0.2841,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,42,0,LogisticRegression,0.7035,0.6534,False,age_cat,0.2594,0.571,0.4473,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,42,1,LogisticRegression,0.7005,0.6581,False,sex,0.9549,0.0186,0.0391,True,,False,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,42,1,LogisticRegression,0.7005,0.6581,False,age,0.2491,0.586,0.3994,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,42,1,LogisticRegression,0.7005,0.6581,False,race,0.5428,0.2297,0.2426,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,42,1,LogisticRegression,0.7005,0.6581,False,age_cat,0.2619,0.576,0.499,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,42,2,LogisticRegression,0.701,0.6506,False,sex,0.8288,0.058,0.1094,True,,False,approve,violation remains but reroutes are exhausted
compas,D,42,2,LogisticRegression,0.701,0.6506,False,age,0.5636,0.1505,0.0849,True,,True,approve,violation remains but reroutes are exhausted
compas,D,42,2,LogisticRegression,0.701,0.6506,False,race,0.4613,0.226,0.2509,True,,True,approve,violation remains but reroutes are exhausted
compas,D,42,2,LogisticRegression,0.701,0.6506,False,age_cat,0.6266,0.1404,0.1076,True,,True,approve,violation remains but reroutes are exhausted
compas,D,7,0,LogisticRegression,0.7479,0.6941,False,sex,0.289,0.3429,0.3279,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,7,0,LogisticRegression,0.7479,0.6941,False,age,0.305,0.5541,0.4602,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,7,0,LogisticRegression,0.7479,0.6941,False,race,0.4753,0.2785,0.2903,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,7,0,LogisticRegression,0.7479,0.6941,False,age_cat,0.1987,0.6389,0.5644,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,7,1,LogisticRegression,0.7437,0.6847,False,sex,0.3098,0.2678,0.2853,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,7,1,LogisticRegression,0.7437,0.6847,False,age,0.6997,0.1044,0.1439,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,7,1,LogisticRegression,0.7437,0.6847,False,race,0.5513,0.185,0.1701,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,7,1,LogisticRegression,0.7437,0.6847,False,age_cat,0.8734,0.0444,0.1414,True,,False,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,7,2,LogisticRegression,0.7303,0.6686,False,sex,0.7773,0.073,0.0367,True,,True,approve,violation remains but reroutes are exhausted
compas,D,7,2,LogisticRegression,0.7303,0.6686,False,age,0.7286,0.0906,0.2072,True,,True,approve,violation remains but reroutes are exhausted
compas,D,7,2,LogisticRegression,0.7303,0.6686,False,race,0.5471,0.175,0.1668,True,,True,approve,violation remains but reroutes are exhausted
compas,D,7,2,LogisticRegression,0.7303,0.6686,False,age_cat,0.7545,0.0821,0.2093,True,,True,approve,violation remains but reroutes are exhausted
compas,D,19,0,LogisticRegression,0.7401,0.6894,False,sex,0.3777,0.2885,0.2887,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,19,0,LogisticRegression,0.7401,0.6894,False,age,0.0961,0.7417,0.4437,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,19,0,LogisticRegression,0.7401,0.6894,False,race,0.4512,0.2807,0.2579,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,19,0,LogisticRegression,0.7401,0.6894,False,age_cat,0.1605,0.6889,0.6708,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,19,1,LogisticRegression,0.744,0.6856,False,sex,0.3953,0.2256,0.2043,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,19,1,LogisticRegression,0.744,0.6856,False,age,0.386,0.2093,0.0839,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,19,1,LogisticRegression,0.744,0.6856,False,race,0.4199,0.2434,0.2834,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,19,1,LogisticRegression,0.744,0.6856,False,age_cat,0.4448,0.2131,0.2029,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,19,2,LogisticRegression,0.7243,0.6686,False,sex,0.9914,0.0028,0.0986,True,,False,approve,violation remains but reroutes are exhausted
compas,D,19,2,LogisticRegression,0.7243,0.6686,False,age,0.3832,0.2118,0.1321,True,,True,approve,violation remains but reroutes are exhausted
compas,D,19,2,LogisticRegression,0.7243,0.6686,False,race,0.4155,0.2444,0.2443,True,,True,approve,violation remains but reroutes are exhausted
compas,D,19,2,LogisticRegression,0.7243,0.6686,False,age_cat,0.4412,0.2162,0.229,True,,True,approve,violation remains but reroutes are exhausted
compas,D,73,0,LogisticRegression,0.7271,0.6837,False,sex,0.2798,0.3575,0.3661,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,73,0,LogisticRegression,0.7271,0.6837,False,age,0.2042,0.6288,0.3992,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,73,0,LogisticRegression,0.7271,0.6837,False,race,0.4754,0.2829,0.3292,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,73,0,LogisticRegression,0.7271,0.6837,False,age_cat,0.1534,0.6689,0.7007,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,73,1,LogisticRegression,0.7217,0.6714,False,sex,0.2329,0.305,0.3535,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,73,1,LogisticRegression,0.7217,0.6714,False,age,0.5532,0.1563,0.0449,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,73,1,LogisticRegression,0.7217,0.6714,False,race,0.427,0.2511,0.311,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,73,1,LogisticRegression,0.7217,0.6714,False,age_cat,0.7267,0.0969,0.1383,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,73,2,LogisticRegression,0.7081,0.6591,False,sex,0.684,0.1091,0.114,True,,True,approve,violation remains but reroutes are exhausted
compas,D,73,2,LogisticRegression,0.7081,0.6591,False,age,0.571,0.1454,0.111,True,,True,approve,violation remains but reroutes are exhausted
compas,D,73,2,LogisticRegression,0.7081,0.6591,False,race,0.4629,0.2224,0.2624,True,,True,approve,violation remains but reroutes are exhausted
compas,D,73,2,LogisticRegression,0.7081,0.6591,False,age_cat,0.6685,0.1202,0.1867,True,,True,approve,violation remains but reroutes are exhausted
compas,D,128,0,LogisticRegression,0.7028,0.6648,False,sex,0.3255,0.3112,0.3486,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,128,0,LogisticRegression,0.7028,0.6648,False,age,0.2067,0.606,0.5741,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,128,0,LogisticRegression,0.7028,0.6648,False,race,0.4046,0.3129,0.3609,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,128,0,LogisticRegression,0.7028,0.6648,False,age_cat,0.2,0.6111,0.5697,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,128,1,LogisticRegression,0.6956,0.643,False,sex,0.3321,0.2456,0.2735,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,128,1,LogisticRegression,0.6956,0.643,False,age,0.5604,0.1445,0.1143,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,128,1,LogisticRegression,0.6956,0.643,False,race,0.3862,0.26,0.3104,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,128,1,LogisticRegression,0.6956,0.643,False,age_cat,0.7809,0.0735,0.0749,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
compas,D,128,2,LogisticRegression,0.6934,0.6402,False,sex,0.8931,0.0326,0.0228,True,,False,approve,violation remains but reroutes are exhausted
compas,D,128,2,LogisticRegression,0.6934,0.6402,False,age,0.5932,0.1263,0.1309,True,,True,approve,violation remains but reroutes are exhausted
compas,D,128,2,LogisticRegression,0.6934,0.6402,False,race,0.4505,0.2109,0.2467,True,,True,approve,violation remains but reroutes are exhausted
compas,D,128,2,LogisticRegression,0.6934,0.6402,False,age_cat,0.8167,0.0588,0.1372,True,,False,approve,violation remains but reroutes are exhausted
