dataset,arm,seed,gate_index,model,auc_roc,accuracy,overall_fairness_passed,attribute,disparate_impact,demographic_parity_difference,equal_opportunity_difference,protected,excluded_groups,violation,decision,decision_reason
adult,D,73,2,XGBoost,0.921,0.8672,False,race,0.4941,0.1197,0.1456,True,,True,approve,violation remains but reroutes are exhausted
adult,D,73,2,XGBoost,0.921,0.8672,False,marital-status,0.0596,0.3329,0.3152,False,Married-AF-spouse=5,True,approve,violation remains but reroutes are exhausted
adult,D,73,2,XGBoost,0.921,0.8672,False,occupation,0.0,0.4567,0.585,False,Armed-Forces=2,True,approve,violation remains but reroutes are exhausted
adult,D,128,0,XGBoost,0.9295,0.8775,False,age,0.0192,0.2457,0.2568,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
adult,D,128,0,XGBoost,0.9295,0.8775,False,sex,0.309,0.184,0.1228,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
adult,D,128,0,XGBoost,0.9295,0.8775,False,race,0.3179,0.1498,0.3873,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
adult,D,128,0,XGBoost,0.9295,0.8775,False,marital-status,0.0486,0.3918,0.3228,False,Married-AF-spouse=8,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
adult,D,128,0,XGBoost,0.9295,0.8775,False,occupation,0.0203,0.4815,0.6058,False,Armed-Forces=3,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
adult,D,128,1,XGBoost,0.9286,0.8741,False,age,0.0491,0.2091,0.1442,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
adult,D,128,1,XGBoost,0.9286,0.8741,False,sex,0.3251,0.1588,0.0931,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
adult,D,128,1,XGBoost,0.9286,0.8741,False,race,0.273,0.1547,0.3726,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
adult,D,128,1,XGBoost,0.9286,0.8741,False,marital-status,0.0508,0.346,0.2737,False,Married-AF-spouse=8,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
adult,D,128,1,XGBoost,0.9286,0.8741,False,occupation,0.0264,0.4425,0.5255,False,Armed-Forces=3,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
adult,D,128,2,XGBoost,0.9292,0.8779,False,age,0.0689,0.2026,0.0972,True,,True,approve,violation remains but reroutes are exhausted
adult,D,128,2,XGBoost,0.9292,0.8779,False,sex,0.3174,0.16,0.0993,True,,True,approve,violation remains but reroutes are exhausted
adult,D,128,2,XGBoost,0.9292,0.8779,False,race,0.4084,0.1179,0.3726,True,,True,approve,violation remains but reroutes are exhausted
adult,D,128,2,XGBoost,0.9292,0.8779,False,marital-status,0.052,0.343,0.288,False,Married-AF-spouse=8,True,approve,violation remains but reroutes are exhausted
adult,D,128,2,XGBoost,0.9292,0.8779,False,occupation,0.0262,0.4465,0.5133,False,Armed-Forces=3,True,approve,violation remains but reroutes are exhausted
credit_g,A,42,0,RandomForest,0.7906,0.755,False,job,0.7507,0.225,0.1159,False,unemp/unskilled non res=5,True,approve,arm approves at the first gate
credit_g,A,7,0,RandomForest,0.7968,0.745,False,age,0.7916,0.1667,0.2581,True,60+=10,True,approve,arm approves at the first gate
credit_g,A,7,0,RandomForest,0.7968,0.745,False,job,0.8865,0.0956,0.0318,False,high qualif/self emp/mgmt=20,False,approve,arm approves at the first gate
credit_g,A,19,0,RandomForest,0.778,0.76,,job,0.9327,0.0593,0.0717,False,high qualif/self emp/mgmt=24;unemp/unskilled non res=5,False,approve,arm approves at the first gate
credit_g,A,73,0,RandomForest,0.7525,0.755,False,age,0.7173,0.2365,0.1918,True,60+=11,True,approve,arm approves at the first gate
credit_g,A,73,0,RandomForest,0.7525,0.755,False,job,0.8482,0.1278,0.1984,False,unemp/unskilled non res=10,True,approve,arm approves at the first gate
credit_g,A,128,0,XGBoost,0.7868,0.745,False,age,0.7992,0.1424,0.1276,True,60+=5,True,approve,arm approves at the first gate
credit_g,A,128,0,XGBoost,0.7868,0.745,False,job,0.8754,0.0953,0.1793,False,unemp/unskilled non res=5,False,approve,arm approves at the first gate
credit_g,B,42,0,RandomForest,0.7906,0.755,False,job,0.7507,0.225,0.1159,False,unemp/unskilled non res=5,True,approve,arm approves at the first gate
credit_g,B,7,0,RandomForest,0.7968,0.745,False,age,0.7916,0.1667,0.2581,True,60+=10,True,approve,arm approves at the first gate
credit_g,B,7,0,RandomForest,0.7968,0.745,False,job,0.8865,0.0956,0.0318,False,high qualif/self emp/mgmt=20,False,approve,arm approves at the first gate
credit_g,B,19,0,RandomForest,0.778,0.76,,job,0.9327,0.0593,0.0717,False,high qualif/self emp/mgmt=24;unemp/unskilled non res=5,False,approve,arm approves at the first gate
credit_g,B,73,0,RandomForest,0.7525,0.755,False,age,0.7173,0.2365,0.1918,True,60+=11,True,approve,arm approves at the first gate
credit_g,B,73,0,RandomForest,0.7525,0.755,False,job,0.8482,0.1278,0.1984,False,unemp/unskilled non res=10,True,approve,arm approves at the first gate
credit_g,B,128,0,XGBoost,0.7868,0.745,False,age,0.7992,0.1424,0.1276,True,60+=5,True,approve,arm approves at the first gate
credit_g,B,128,0,XGBoost,0.7868,0.745,False,job,0.8754,0.0953,0.1793,False,unemp/unskilled non res=5,False,approve,arm approves at the first gate
credit_g,C,42,0,RandomForest,0.7906,0.755,False,job,0.7507,0.225,0.1159,False,unemp/unskilled non res=5,True,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,42,1,LogisticRegression,0.7811,0.74,False,job,0.7507,0.225,0.1747,False,unemp/unskilled non res=5,True,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,42,2,XGBoost,0.7689,0.745,False,job,0.8016,0.1597,0.0838,False,unemp/unskilled non res=5,True,approve,violation remains but reroutes are exhausted
credit_g,C,7,0,RandomForest,0.7968,0.745,False,age,0.7916,0.1667,0.2581,True,60+=10,True,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,7,0,RandomForest,0.7968,0.745,False,job,0.8865,0.0956,0.0318,False,high qualif/self emp/mgmt=20,False,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,7,1,LogisticRegression,0.7785,0.775,False,age,0.7273,0.225,0.1577,True,60+=10,True,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,7,1,LogisticRegression,0.7785,0.775,False,job,0.9259,0.059,0.0665,False,high qualif/self emp/mgmt=20,False,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,7,2,XGBoost,0.7671,0.755,False,age,0.8042,0.1542,0.1232,True,60+=10,True,approve,violation remains but reroutes are exhausted
credit_g,C,7,2,XGBoost,0.7671,0.755,False,job,0.8434,0.136,0.0688,False,high qualif/self emp/mgmt=20,True,approve,violation remains but reroutes are exhausted
credit_g,C,19,0,RandomForest,0.778,0.76,,job,0.9327,0.0593,0.0717,False,high qualif/self emp/mgmt=24;unemp/unskilled non res=5,False,approve,"no violation, but a protected attribute was not audited"
credit_g,C,73,0,RandomForest,0.7525,0.755,False,age,0.7173,0.2365,0.1918,True,60+=11,True,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,73,0,RandomForest,0.7525,0.755,False,job,0.8482,0.1278,0.1984,False,unemp/unskilled non res=10,True,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,73,1,XGBoost,0.7406,0.74,False,age,0.5936,0.3195,0.1908,True,60+=11,True,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,73,1,XGBoost,0.7406,0.74,False,job,0.9117,0.0664,0.2168,False,unemp/unskilled non res=10,False,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,73,2,LogisticRegression,0.7225,0.73,False,age,0.6729,0.2592,0.1908,True,60+=11,True,approve,violation remains but reroutes are exhausted
credit_g,C,73,2,LogisticRegression,0.7225,0.73,False,job,0.8931,0.09,0.114,False,unemp/unskilled non res=10,False,approve,violation remains but reroutes are exhausted
credit_g,C,128,0,XGBoost,0.7868,0.745,False,age,0.7992,0.1424,0.1276,True,60+=5,True,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,128,0,XGBoost,0.7868,0.745,False,job,0.8754,0.0953,0.1793,False,unemp/unskilled non res=5,False,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,128,1,RandomForest,0.783,0.74,False,age,0.8294,0.1303,0.0534,True,60+=5,True,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,128,1,RandomForest,0.783,0.74,False,job,0.8205,0.1478,0.2563,False,unemp/unskilled non res=5,True,reject_model_or_fairness,fairness violation with reroutes remaining
credit_g,C,128,2,LogisticRegression,0.7792,0.74,False,age,0.9679,0.0243,0.0034,True,60+=5,False,approve,violation remains but reroutes are exhausted
credit_g,C,128,2,LogisticRegression,0.7792,0.74,False,job,0.7922,0.1772,0.2963,False,unemp/unskilled non res=5,True,approve,violation remains but reroutes are exhausted
credit_g,D,42,0,RandomForest,0.7906,0.755,False,job,0.7507,0.225,0.1159,False,unemp/unskilled non res=5,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
credit_g,D,42,1,RandomForest,0.792,0.765,False,job,0.7309,0.2494,0.1159,False,unemp/unskilled non res=5,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
credit_g,D,42,2,RandomForest,0.792,0.765,False,job,0.7309,0.2494,0.1159,False,unemp/unskilled non res=5,True,approve,violation remains but reroutes are exhausted
credit_g,D,7,0,RandomForest,0.7968,0.745,False,age,0.7916,0.1667,0.2581,True,60+=10,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
credit_g,D,7,0,RandomForest,0.7968,0.745,False,job,0.8865,0.0956,0.0318,False,high qualif/self emp/mgmt=20,False,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
credit_g,D,7,1,RandomForest,0.7904,0.765,True,age,0.9765,0.0188,0.0142,True,60+=10,False,approve,no fairness violation
credit_g,D,7,1,RandomForest,0.7904,0.765,True,job,0.9409,0.0482,0.0011,False,high qualif/self emp/mgmt=20,False,approve,no fairness violation
credit_g,D,19,0,RandomForest,0.778,0.76,,job,0.9327,0.0593,0.0717,False,high qualif/self emp/mgmt=24;unemp/unskilled non res=5,False,approve,"no violation, but a protected attribute was not audited"
credit_g,D,73,0,RandomForest,0.7525,0.755,False,age,0.7173,0.2365,0.1918,True,60+=11,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
credit_g,D,73,0,RandomForest,0.7525,0.755,False,job,0.8482,0.1278,0.1984,False,unemp/unskilled non res=10,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
credit_g,D,73,1,RandomForest,0.7691,0.73,False,age,0.8496,0.1239,0.0108,True,60+=11,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
credit_g,D,73,1,RandomForest,0.7691,0.73,False,job,0.754,0.2331,0.2609,False,unemp/unskilled non res=10,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
credit_g,D,73,2,RandomForest,0.7675,0.755,False,age,0.7173,0.2365,0.1301,True,60+=11,True,approve,violation remains but reroutes are exhausted
credit_g,D,73,2,RandomForest,0.7675,0.755,False,job,0.8883,0.097,0.1049,False,unemp/unskilled non res=10,False,approve,violation remains but reroutes are exhausted
credit_g,D,128,0,XGBoost,0.7868,0.745,False,age,0.7992,0.1424,0.1276,True,60+=5,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
credit_g,D,128,0,XGBoost,0.7868,0.745,False,job,0.8754,0.0953,0.1793,False,unemp/unskilled non res=5,False,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
credit_g,D,128,1,XGBoost,0.7935,0.75,True,age,0.9565,0.0303,0.019,True,60+=5,False,approve,no fairness violation
credit_g,D,128,1,XGBoost,0.7935,0.75,True,job,0.9189,0.0596,0.1393,False,unemp/unskilled non res=5,False,approve,no fairness violation
bank_marketing,A,42,0,XGBoost,0.7576,0.8927,False,age,0.124,0.2007,0.2272,True,,True,approve,arm approves at the first gate
bank_marketing,A,42,0,XGBoost,0.7576,0.8927,False,marital,0.6947,0.0145,0.0395,False,,True,approve,arm approves at the first gate
bank_marketing,A,42,0,XGBoost,0.7576,0.8927,False,education,0.3486,0.0441,0.1609,False,,True,approve,arm approves at the first gate
bank_marketing,A,7,0,XGBoost,0.7487,0.8904,False,age,0.111,0.2082,0.2194,True,,True,approve,arm approves at the first gate
bank_marketing,A,7,0,XGBoost,0.7487,0.8904,False,marital,0.6311,0.0173,0.0873,False,,True,approve,arm approves at the first gate
bank_marketing,A,7,0,XGBoost,0.7487,0.8904,False,education,0.584,0.0213,0.0535,False,,True,approve,arm approves at the first gate
bank_marketing,A,19,0,XGBoost,0.7596,0.8923,False,age,0.111,0.2555,0.2557,True,,True,approve,arm approves at the first gate
bank_marketing,A,19,0,XGBoost,0.7596,0.8923,False,marital,0.8214,0.0087,0.0565,False,,False,approve,arm approves at the first gate
bank_marketing,A,19,0,XGBoost,0.7596,0.8923,False,education,0.2525,0.0678,0.1948,False,,True,approve,arm approves at the first gate
bank_marketing,A,73,0,XGBoost,0.7426,0.8915,False,age,0.1001,0.2454,0.3636,True,,True,approve,arm approves at the first gate
bank_marketing,A,73,0,XGBoost,0.7426,0.8915,False,marital,0.8811,0.0049,0.0581,False,,False,approve,arm approves at the first gate
bank_marketing,A,73,0,XGBoost,0.7426,0.8915,False,education,0.3219,0.0512,0.1935,False,,True,approve,arm approves at the first gate
bank_marketing,A,128,0,LogisticRegression,0.755,0.8938,False,age,0.1942,0.1033,0.136,True,,True,approve,arm approves at the first gate
bank_marketing,A,128,0,LogisticRegression,0.755,0.8938,False,marital,0.5277,0.0196,0.0588,False,,True,approve,arm approves at the first gate
bank_marketing,A,128,0,LogisticRegression,0.755,0.8938,False,education,0.3753,0.0283,0.0736,False,,True,approve,arm approves at the first gate
bank_marketing,B,42,0,XGBoost,0.7576,0.8927,False,age,0.124,0.2007,0.2272,True,,True,approve,arm approves at the first gate
bank_marketing,B,42,0,XGBoost,0.7576,0.8927,False,marital,0.6947,0.0145,0.0395,False,,True,approve,arm approves at the first gate
bank_marketing,B,42,0,XGBoost,0.7576,0.8927,False,education,0.3486,0.0441,0.1609,False,,True,approve,arm approves at the first gate
bank_marketing,B,7,0,XGBoost,0.7487,0.8904,False,age,0.111,0.2082,0.2194,True,,True,approve,arm approves at the first gate
bank_marketing,B,7,0,XGBoost,0.7487,0.8904,False,marital,0.6311,0.0173,0.0873,False,,True,approve,arm approves at the first gate
bank_marketing,B,7,0,XGBoost,0.7487,0.8904,False,education,0.584,0.0213,0.0535,False,,True,approve,arm approves at the first gate
bank_marketing,B,19,0,XGBoost,0.7596,0.8923,False,age,0.111,0.2555,0.2557,True,,True,approve,arm approves at the first gate
bank_marketing,B,19,0,XGBoost,0.7596,0.8923,False,marital,0.8214,0.0087,0.0565,False,,False,approve,arm approves at the first gate
bank_marketing,B,19,0,XGBoost,0.7596,0.8923,False,education,0.2525,0.0678,0.1948,False,,True,approve,arm approves at the first gate
bank_marketing,B,73,0,XGBoost,0.7426,0.8915,False,age,0.1001,0.2454,0.3636,True,,True,approve,arm approves at the first gate
bank_marketing,B,73,0,XGBoost,0.7426,0.8915,False,marital,0.8811,0.0049,0.0581,False,,False,approve,arm approves at the first gate
bank_marketing,B,73,0,XGBoost,0.7426,0.8915,False,education,0.3219,0.0512,0.1935,False,,True,approve,arm approves at the first gate
bank_marketing,B,128,0,LogisticRegression,0.755,0.8938,False,age,0.1942,0.1033,0.136,True,,True,approve,arm approves at the first gate
bank_marketing,B,128,0,LogisticRegression,0.755,0.8938,False,marital,0.5277,0.0196,0.0588,False,,True,approve,arm approves at the first gate
bank_marketing,B,128,0,LogisticRegression,0.755,0.8938,False,education,0.3753,0.0283,0.0736,False,,True,approve,arm approves at the first gate
bank_marketing,C,42,0,XGBoost,0.7576,0.8927,False,age,0.124,0.2007,0.2272,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,42,0,XGBoost,0.7576,0.8927,False,marital,0.6947,0.0145,0.0395,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,42,0,XGBoost,0.7576,0.8927,False,education,0.3486,0.0441,0.1609,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,42,1,LogisticRegression,0.7555,0.8957,False,age,0.2378,0.083,0.0834,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,42,1,LogisticRegression,0.7555,0.8957,False,marital,0.6735,0.0128,0.034,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,42,1,LogisticRegression,0.7555,0.8957,False,education,0.446,0.0231,0.0583,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,42,2,RandomForest,0.7229,0.8889,False,age,0.205,0.1466,0.2631,True,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,42,2,RandomForest,0.7229,0.8889,False,marital,0.5045,0.0334,0.0426,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,42,2,RandomForest,0.7229,0.8889,False,education,0.4319,0.0367,0.0759,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,7,0,XGBoost,0.7487,0.8904,False,age,0.111,0.2082,0.2194,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,7,0,XGBoost,0.7487,0.8904,False,marital,0.6311,0.0173,0.0873,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,7,0,XGBoost,0.7487,0.8904,False,education,0.584,0.0213,0.0535,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,7,1,LogisticRegression,0.744,0.8916,False,age,0.175,0.1136,0.1342,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,7,1,LogisticRegression,0.744,0.8916,False,marital,0.6397,0.0138,0.0708,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,7,1,LogisticRegression,0.744,0.8916,False,education,0.5129,0.0207,0.0581,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,7,2,RandomForest,0.7232,0.8833,False,age,0.14,0.2132,0.2012,True,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,7,2,RandomForest,0.7232,0.8833,False,marital,0.5745,0.0257,0.0928,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,7,2,RandomForest,0.7232,0.8833,False,education,0.5,0.0335,0.0486,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,19,0,XGBoost,0.7596,0.8923,False,age,0.111,0.2555,0.2557,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,19,0,XGBoost,0.7596,0.8923,False,marital,0.8214,0.0087,0.0565,False,,False,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,19,0,XGBoost,0.7596,0.8923,False,education,0.2525,0.0678,0.1948,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,19,1,LogisticRegression,0.7577,0.8934,False,age,0.2011,0.1148,0.1198,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,19,1,LogisticRegression,0.7577,0.8934,False,marital,0.7163,0.0118,0.0171,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,19,1,LogisticRegression,0.7577,0.8934,False,education,0.2574,0.0404,0.0902,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,19,2,RandomForest,0.7292,0.8875,False,age,0.1583,0.2142,0.2247,True,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,19,2,RandomForest,0.7292,0.8875,False,marital,0.6677,0.021,0.0055,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,19,2,RandomForest,0.7292,0.8875,False,education,0.3099,0.051,0.1092,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,73,0,XGBoost,0.7426,0.8915,False,age,0.1001,0.2454,0.3636,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,73,0,XGBoost,0.7426,0.8915,False,marital,0.8811,0.0049,0.0581,False,,False,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,73,0,XGBoost,0.7426,0.8915,False,education,0.3219,0.0512,0.1935,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,73,1,LogisticRegression,0.7332,0.8935,False,age,0.1732,0.1174,0.1721,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,73,1,LogisticRegression,0.7332,0.8935,False,marital,0.6494,0.0135,0.0569,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,73,1,LogisticRegression,0.7332,0.8935,False,education,0.3589,0.0284,0.0633,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,73,2,RandomForest,0.7067,0.8865,False,age,0.12,0.2375,0.2764,True,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,73,2,RandomForest,0.7067,0.8865,False,marital,0.6812,0.0176,0.0953,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,73,2,RandomForest,0.7067,0.8865,False,education,0.4097,0.0415,0.1203,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,128,0,LogisticRegression,0.755,0.8938,False,age,0.1942,0.1033,0.136,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,128,0,LogisticRegression,0.755,0.8938,False,marital,0.5277,0.0196,0.0588,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,128,0,LogisticRegression,0.755,0.8938,False,education,0.3753,0.0283,0.0736,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,128,1,XGBoost,0.7488,0.8891,False,age,0.1143,0.1968,0.3554,True,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,128,1,XGBoost,0.7488,0.8891,False,marital,0.5474,0.0229,0.0817,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,128,1,XGBoost,0.7488,0.8891,False,education,0.4788,0.0308,0.0513,False,,True,reject_model_or_fairness,fairness violation with reroutes remaining
bank_marketing,C,128,2,RandomForest,0.7227,0.886,False,age,0.1404,0.218,0.2968,True,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,128,2,RandomForest,0.7227,0.886,False,marital,0.53,0.0313,0.0969,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,C,128,2,RandomForest,0.7227,0.886,False,education,0.4993,0.0348,0.0289,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,42,0,XGBoost,0.7576,0.8927,False,age,0.124,0.2007,0.2272,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,42,0,XGBoost,0.7576,0.8927,False,marital,0.6947,0.0145,0.0395,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,42,0,XGBoost,0.7576,0.8927,False,education,0.3486,0.0441,0.1609,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,42,1,LogisticRegression,0.7464,0.8952,False,age,0.3053,0.0587,0.0876,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,42,1,LogisticRegression,0.7464,0.8952,False,marital,0.6111,0.0154,0.0076,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,42,1,LogisticRegression,0.7464,0.8952,False,education,0.3429,0.0274,0.1023,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,42,2,LogisticRegression,0.7414,0.8938,False,age,0.3152,0.0593,0.0854,True,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,42,2,LogisticRegression,0.7414,0.8938,False,marital,0.6675,0.0133,0.0113,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,42,2,LogisticRegression,0.7414,0.8938,False,education,0.4933,0.019,0.0795,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,7,0,XGBoost,0.7487,0.8904,False,age,0.111,0.2082,0.2194,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,7,0,XGBoost,0.7487,0.8904,False,marital,0.6311,0.0173,0.0873,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,7,0,XGBoost,0.7487,0.8904,False,education,0.584,0.0213,0.0535,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,7,1,LogisticRegression,0.7319,0.8914,False,age,0.2152,0.0886,0.0866,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,7,1,LogisticRegression,0.7319,0.8914,False,marital,0.5231,0.0186,0.0699,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,7,1,LogisticRegression,0.7319,0.8914,False,education,0.4371,0.0246,0.0607,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,7,2,XGBoost,0.7276,0.8916,False,age,0.2689,0.0685,0.0628,True,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,7,2,XGBoost,0.7276,0.8916,False,marital,0.5326,0.0179,0.0913,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,7,2,XGBoost,0.7276,0.8916,False,education,0.5421,0.0174,0.0322,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,19,0,XGBoost,0.7596,0.8923,False,age,0.111,0.2555,0.2557,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,19,0,XGBoost,0.7596,0.8923,False,marital,0.8214,0.0087,0.0565,False,,False,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,19,0,XGBoost,0.7596,0.8923,False,education,0.2525,0.0678,0.1948,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,19,1,LogisticRegression,0.7549,0.8928,False,age,0.2307,0.0967,0.0935,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,19,1,LogisticRegression,0.7549,0.8928,False,marital,0.6976,0.0127,0.0024,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,19,1,LogisticRegression,0.7549,0.8928,False,education,0.1853,0.0422,0.117,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,19,2,LogisticRegression,0.7413,0.8924,False,age,0.224,0.1022,0.0817,True,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,19,2,LogisticRegression,0.7413,0.8924,False,marital,0.7379,0.0108,0.0213,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,19,2,LogisticRegression,0.7413,0.8924,False,education,0.3798,0.0289,0.0527,False,,True,approve,violation remains but reroutes are exhausted
bank_marketing,D,73,0,XGBoost,0.7426,0.8915,False,age,0.1001,0.2454,0.3636,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,73,0,XGBoost,0.7426,0.8915,False,marital,0.8811,0.0049,0.0581,False,,False,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,73,0,XGBoost,0.7426,0.8915,False,education,0.3219,0.0512,0.1935,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,73,1,LogisticRegression,0.7308,0.893,False,age,0.1992,0.1001,0.1287,True,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
bank_marketing,D,73,1,LogisticRegression,0.7308,0.893,False,marital,0.5663,0.017,0.0662,False,,True,reject_and_mitigate,fairness violation with reroutes remaining: mitigate
